idx,나이,관심 아이템,관심 아웃도어
20756,32.0,,"[1,0,0,0,0,0,0,0,0,0]"
20757,30.0,,"[1,0,0,0,0,0,0,0,0,0]"
20758,31.0,,"[1,0,0,0,0,0,0,0,0,0]"
20759,33.0,,"[1,0,0,0,0,0,0,0,0,0]"
20760,28.0,,"[1,0,0,0,0,0,0,0,0,0]"
20761,44.0,,"[0,0,0,0,0,1,0,0,0,0]"
20762,38.0,,"[1,0,0,0,0,0,0,0,0,0]"
20763,40.0,,"[1,0,0,0,0,0,0,0,0,0]"
20764,29.0,,"[0,0,0,0,0,1,0,0,0,0]"
20765,36.0,,"[0,1,0,0,0,0,0,0,0,0]"
20766,19.0,,"[1,0,0,0,0,0,0,0,0,0]"
20767,23.0,,"[1,0,0,0,0,0,0,0,0,0]"
20768,28.0,,"[1,0,0,0,0,0,0,0,0,0]"
20769,31.0,,
20770,36.0,,"[1,0,0,0,0,0,0,0,0,0]"
20771,33.0,,"[1,0,0,0,0,0,0,0,0,0]"
20772,30.0,,"[1,0,0,0,0,0,0,0,0,0]"
20773,34.0,,"[0,0,0,0,0,1,0,0,0,0]"
20774,36.0,,"[1,0,0,0,0,0,0,0,0,0]"
20775,29.0,,"[0,0,0,0,0,1,0,0,0,0]"
20776,35.0,,"[1,0,0,0,0,0,0,0,0,0]"
20777,33.0,,"[0,0,0,0,0,0,0,0,0,1]"
20778,35.0,,"[1,0,0,0,0,0,0,0,0,0]"
20779,57.0,,
20780,43.0,,"[0,0,0,0,0,0,0,0,1,0]"
20781,30.0,,"[0,0,0,0,0,0,1,0,0,0]"
20782,28.0,,"[1,0,0,0,0,0,0,0,0,0]"
20783,43.0,,"[1,0,0,0,0,0,0,0,0,0]"
20784,32.0,,"[1,0,0,0,0,0,0,0,0,0]"
20785,31.0,,"[1,0,0,0,0,0,0,0,0,0]"
20786,30.0,,"[1,0,0,0,0,0,0,0,0,0]"
20787,31.0,,"[1,0,0,0,0,0,0,0,0,0]"
20788,47.0,,"[1,0,0,0,0,0,0,0,0,0]"
20789,27.0,,"[0,0,0,0,0,0,0,0,0,1]"
20790,32.0,,"[0,1,0,0,0,0,0,0,0,0]"
20791,49.0,,
20792,39.0,,"[1,0,0,0,0,0,0,0,0,0]"
20793,30.0,,"[0,0,0,0,0,1,0,0,0,0]"
20794,,,"[0,0,0,0,0,1,0,0,0,0]"
20795,36.0,,"[1,0,0,0,0,0,0,0,0,0]"
20796,27.0,,"[1,0,0,0,0,0,0,0,0,0]"
20797,29.0,,"[1,0,0,0,0,0,0,0,0,0]"
20798,33.0,,"[0,0,0,0,0,0,0,0,0,1]"
20799,34.0,,"[1,0,0,0,0,0,0,0,0,0]"
20800,40.0,,
20801,31.0,,"[1,0,0,0,0,0,0,0,0,0]"
20802,28.0,,"[1,0,0,0,0,0,0,0,0,0]"
20803,28.0,,"[1,0,0,0,0,0,0,0,0,0]"
20804,28.0,,"[1,0,0,0,0,0,0,0,0,0]"
20805,49.0,,"[1,0,0,0,0,0,0,0,0,0]"
20806,29.0,,"[1,0,0,0,0,0,0,0,0,0]"
20807,29.0,,"[0,0,0,0,0,0,0,0,0,1]"
20808,29.0,,"[1,0,0,0,0,0,0,0,0,0]"
20809,42.0,,"[1,0,0,0,0,0,0,0,0,0]"
20810,35.0,,"[1,0,0,0,0,0,0,0,0,0]"
20811,31.0,,"[1,0,0,0,0,0,0,0,0,0]"
20812,43.0,,"[1,0,0,0,0,0,0,0,0,0]"
20813,32.0,,"[1,0,0,0,0,0,0,0,0,0]"
20814,30.0,,"[1,0,0,0,0,0,0,0,0,0]"
20815,37.0,,"[0,0,0,0,0,0,0,0,0,1]"
20816,42.0,,"[1,0,0,0,0,0,0,0,0,0]"
20817,27.0,,"[1,0,0,0,0,0,0,0,0,0]"
20818,41.0,,"[1,0,0,0,0,0,0,0,0,0]"
20819,46.0,,"[1,0,0,0,0,0,0,0,0,0]"
20820,34.0,,"[1,0,0,0,0,0,0,0,0,0]"
20821,53.0,,"[1,0,0,0,0,0,0,0,0,0]"
20822,48.0,,"[1,0,0,0,0,0,0,0,0,0]"
20823,33.0,,"[1,0,0,0,0,0,0,0,0,0]"
20824,29.0,,"[1,0,0,0,0,0,0,0,0,0]"
20826,35.0,,"[1,0,0,0,0,0,0,0,0,0]"
20827,37.0,,"[1,0,0,0,0,0,0,0,0,0]"
20828,36.0,,"[1,0,0,0,0,0,0,0,0,0]"
20829,29.0,,"[1,0,0,0,0,0,0,0,0,0]"
20830,26.0,,"[1,0,0,0,0,0,0,0,0,0]"
20831,26.0,,"[1,0,0,0,0,0,0,0,0,0]"
20832,33.0,,"[1,0,0,0,0,0,0,0,0,0]"
20833,33.0,,"[1,0,0,0,0,0,0,0,0,0]"
20834,44.0,,"[1,0,0,0,0,0,0,0,0,0]"
20835,29.0,,"[1,0,0,0,0,0,0,0,0,0]"
20836,36.0,,"[1,0,0,0,0,0,0,0,0,0]"
20837,32.0,,"[0,0,0,0,0,0,0,0,1,0]"
20838,51.0,,"[1,0,0,0,0,0,0,0,0,0]"
20839,40.0,,"[0,0,0,0,0,0,1,0,0,0]"
20840,31.0,,"[1,0,0,0,0,0,0,0,0,0]"
20841,35.0,,"[1,0,0,0,0,0,0,0,0,0]"
20842,35.0,,"[1,0,0,0,0,0,0,0,0,0]"
20843,29.0,,"[0,1,0,0,0,0,0,0,0,0]"
20844,32.0,,"[1,0,0,0,0,0,0,0,0,0]"
20845,45.0,,"[1,0,0,0,0,0,0,0,0,0]"
20846,36.0,,"[1,0,0,0,0,0,0,0,0,0]"
20847,27.0,,"[1,0,0,0,0,0,0,0,0,0]"
20848,30.0,,"[1,0,0,0,0,0,0,0,0,0]"
20849,38.0,,"[1,0,0,0,0,0,0,0,0,0]"
20850,40.0,,"[1,0,0,0,0,0,0,0,0,0]"
20851,29.0,,"[1,0,0,0,0,0,0,0,0,0]"
20852,35.0,,
20853,38.0,,"[1,0,0,0,0,0,0,0,0,0]"
20854,,,
20855,37.0,,"[0,0,0,0,0,1,0,0,0,0]"
20856,31.0,,
20857,27.0,,"[1,0,0,0,0,0,0,0,0,0]"
20858,34.0,,"[1,0,0,0,0,0,0,0,0,0]"
20859,31.0,,"[0,0,0,0,0,0,0,0,0,1]"
20860,40.0,,"[1,0,0,0,0,0,0,0,0,0]"
20861,30.0,,"[0,0,0,0,0,0,0,0,0,1]"
20862,50.0,,
20863,33.0,,"[1,0,0,0,0,0,0,0,0,0]"
20864,32.0,,"[0,0,0,0,0,0,0,0,0,1]"
20865,34.0,,"[0,0,0,0,0,0,1,0,0,0]"
20866,35.0,,
20867,32.0,,"[1,0,0,0,0,0,0,0,0,0]"
20868,35.0,,"[1,0,0,0,0,0,0,0,0,0]"
20869,33.0,,"[1,0,0,0,0,0,0,0,0,0]"
20870,29.0,,"[0,0,0,0,1,0,0,0,0,0]"
20871,41.0,,"[1,0,0,0,0,0,0,0,0,0]"
20872,39.0,,"[1,0,0,0,0,0,0,0,0,0]"
20873,31.0,,"[1,0,0,0,0,0,0,0,0,0]"
20874,34.0,,"[1,0,0,0,0,0,0,0,0,0]"
20875,30.0,,"[1,0,0,0,0,0,0,0,0,0]"
20876,32.0,,"[1,0,0,0,0,0,0,0,0,0]"
20877,35.0,,"[1,0,0,0,0,0,0,0,0,0]"
20878,37.0,,"[1,0,0,0,0,0,0,0,0,0]"
20879,39.0,,"[1,0,0,0,0,0,0,0,0,0]"
20880,32.0,,"[1,0,0,0,0,0,0,0,0,0]"
20881,27.0,,"[1,0,0,0,0,0,0,0,0,0]"
20882,32.0,,
20883,41.0,,
20884,41.0,,"[1,0,0,0,0,0,0,0,0,0]"
20885,63.0,,"[0,0,0,0,0,0,0,0,0,1]"
20886,33.0,,"[1,0,0,0,0,0,0,0,0,0]"
20887,40.0,,"[1,0,0,0,0,0,0,0,0,0]"
20888,41.0,,"[1,0,0,0,0,0,0,0,0,0]"
20889,31.0,,"[1,0,0,0,0,0,0,0,0,0]"
20890,33.0,,"[1,0,0,0,0,0,0,0,0,0]"
20892,27.0,,
20893,40.0,,"[0,0,0,0,1,0,0,0,0,0]"
20894,21.0,,"[0,0,0,0,0,0,1,0,0,0]"
20895,51.0,,"[0,0,0,0,0,1,0,0,0,0]"
20896,31.0,,"[0,0,0,0,0,0,1,0,0,0]"
20897,37.0,,"[1,0,0,0,0,0,0,0,0,0]"
20898,31.0,,"[1,0,0,0,0,0,0,0,0,0]"
20899,40.0,,"[0,0,0,0,0,0,0,0,0,1]"
20900,42.0,,
20901,31.0,,"[1,0,0,0,0,0,0,0,0,0]"
20902,28.0,,
20903,33.0,,
20904,29.0,,"[1,0,0,0,0,0,0,0,0,0]"
20905,27.0,,"[0,0,0,0,0,0,0,0,0,1]"
20906,28.0,,"[1,0,0,0,0,0,0,0,0,0]"
20907,31.0,,"[1,0,0,0,0,0,0,0,0,0]"
20908,32.0,,"[1,0,0,0,0,0,0,0,0,0]"
20909,33.0,,"[1,0,0,0,0,0,0,0,0,0]"
20910,22.0,,"[1,0,0,0,0,0,0,0,0,0]"
20911,,,"[1,0,0,0,0,0,0,0,0,0]"
20912,38.0,,"[1,0,0,0,0,0,0,0,0,0]"
20913,49.0,,"[1,0,0,0,0,0,0,0,0,0]"
20914,53.0,,"[1,0,0,0,0,0,0,0,0,0]"
20915,32.0,,"[1,0,0,0,0,0,0,0,0,0]"
20916,46.0,,"[1,0,0,0,0,0,0,0,0,0]"
20917,,,"[1,0,0,0,0,0,0,0,0,0]"
20918,48.0,,"[1,0,0,0,0,0,0,0,0,0]"
20919,32.0,,"[0,0,0,0,1,0,0,0,0,0]"
20920,31.0,,"[0,0,0,0,0,1,0,0,0,0]"
20921,36.0,,"[0,0,0,0,1,0,0,0,0,0]"
20922,27.0,,"[1,0,0,0,0,0,0,0,0,0]"
20923,39.0,,"[1,0,0,0,0,0,0,0,0,0]"
20924,39.0,,"[1,0,0,0,0,0,0,0,0,0]"
20925,34.0,,"[1,0,0,0,0,0,0,0,0,0]"
20926,33.0,,"[1,0,0,0,0,0,0,0,0,0]"
20927,40.0,,"[1,0,0,0,0,0,0,0,0,0]"
20928,45.0,,"[0,0,0,0,0,0,0,0,0,1]"
20929,31.0,,"[1,0,0,0,0,0,0,0,0,0]"
20930,40.0,,"[1,0,0,0,0,0,0,0,0,0]"
20931,68.0,,"[1,0,0,0,0,0,0,0,0,0]"
20932,42.0,,"[1,0,0,0,0,0,0,0,0,0]"
20933,33.0,,"[1,0,0,0,0,0,0,0,0,0]"
20934,37.0,,"[1,0,0,0,0,0,0,0,0,0]"
20935,28.0,,"[1,0,0,0,0,0,0,0,0,0]"
20936,31.0,,"[1,0,0,0,0,0,0,0,0,0]"
20937,36.0,,"[1,0,0,0,0,0,0,0,0,0]"
20938,32.0,,"[1,0,0,0,0,0,0,0,0,0]"
20939,26.0,,"[1,0,0,0,0,0,0,0,0,0]"
20940,26.0,,"[1,0,0,0,0,0,0,0,0,0]"
20941,40.0,,"[1,0,0,0,0,0,0,0,0,0]"
20942,41.0,,"[0,0,0,0,0,0,0,0,0,1]"
20943,41.0,,
20944,27.0,,
20945,29.0,,"[1,0,0,0,0,0,0,0,0,0]"
20946,29.0,,"[1,0,0,0,0,0,0,0,0,0]"
20947,45.0,,"[1,0,0,0,0,0,0,0,0,0]"
20948,36.0,,"[1,0,0,0,0,0,0,0,0,0]"
20949,40.0,,"[0,0,0,0,1,0,0,0,0,0]"
20950,33.0,,"[1,0,0,0,0,0,0,0,0,0]"
20951,39.0,,
20952,35.0,,"[1,0,0,0,0,0,0,0,0,0]"
20953,34.0,,
20954,33.0,,"[1,0,0,0,0,0,0,0,0,0]"
20955,36.0,,"[1,0,0,0,0,0,0,0,0,0]"
20956,35.0,,"[1,0,0,0,0,0,0,0,0,0]"
20957,29.0,,"[0,0,0,0,1,0,0,0,0,0]"
20958,34.0,,"[0,0,0,0,0,0,0,0,0,1]"
20959,29.0,,"[0,0,0,0,0,0,0,0,0,1]"
20960,30.0,,"[1,0,0,0,0,0,0,0,0,0]"
20961,42.0,,"[1,0,0,0,0,0,0,0,0,0]"
20962,24.0,,
20963,36.0,,"[0,0,0,0,0,0,0,0,0,1]"
20964,32.0,,"[1,0,0,0,0,0,0,0,0,0]"
20965,45.0,,"[1,0,0,0,0,0,0,0,0,0]"
20966,38.0,,
20967,32.0,,"[0,0,0,0,1,0,0,0,0,0]"
20968,39.0,,
20969,26.0,,"[1,0,0,0,0,0,0,0,0,0]"
20970,29.0,,"[1,0,0,0,0,0,0,0,0,0]"
20971,39.0,,"[1,0,0,0,0,0,0,0,0,0]"
20972,26.0,,"[1,0,0,0,0,0,0,0,0,0]"
20973,51.0,,"[1,0,0,0,0,0,0,0,0,0]"
20974,42.0,,"[1,0,0,0,0,0,0,0,0,0]"
20975,36.0,,"[1,0,0,0,0,0,0,0,0,0]"
20976,30.0,,"[0,0,0,0,0,0,0,0,0,1]"
20977,27.0,,"[0,0,0,0,0,0,0,0,0,1]"
20978,28.0,,"[1,0,0,0,0,0,0,0,0,0]"
20979,28.0,,"[0,1,0,0,0,0,0,0,0,0]"
20980,30.0,,"[0,0,0,0,0,0,0,0,0,1]"
20981,,,"[1,0,0,0,0,0,0,0,0,0]"
20982,31.0,,"[1,0,0,0,0,0,0,0,0,0]"
20983,32.0,,"[1,0,0,0,0,0,0,0,0,0]"
20984,41.0,,"[1,0,0,0,0,0,0,0,0,0]"
20985,49.0,,"[1,0,0,0,0,0,0,0,0,0]"
20986,35.0,,"[0,0,0,0,0,1,0,0,0,0]"
20987,30.0,,"[1,0,0,0,0,0,0,0,0,0]"
20988,31.0,,"[1,0,0,0,0,0,0,0,0,0]"
20989,34.0,,"[1,0,0,0,0,0,0,0,0,0]"
20990,27.0,,"[0,0,0,0,0,0,0,0,0,1]"
20991,29.0,,"[0,0,0,0,0,1,0,0,0,0]"
20992,30.0,,"[1,0,0,0,0,0,0,0,0,0]"
20993,41.0,,"[1,0,0,0,0,0,0,0,0,0]"
20994,33.0,,"[1,0,0,0,0,0,0,0,0,0]"
20995,39.0,,"[1,0,0,0,0,0,0,0,0,0]"
20996,39.0,,"[1,0,0,0,0,0,0,0,0,0]"
20997,33.0,,"[1,0,0,0,0,0,0,0,0,0]"
20998,29.0,,"[0,0,0,0,0,0,1,0,0,0]"
20999,39.0,,"[0,0,0,0,0,0,0,0,0,1]"
21000,30.0,,"[1,0,0,0,0,0,0,0,0,0]"
21001,31.0,,"[0,0,0,0,0,0,1,0,0,0]"
21002,30.0,,"[0,0,0,0,0,1,0,0,0,0]"
21003,31.0,,"[1,0,0,0,0,0,0,0,0,0]"
21004,27.0,,"[1,0,0,0,0,0,0,0,0,0]"
21005,25.0,,"[1,0,0,0,0,0,0,0,0,0]"
21006,33.0,,"[1,0,0,0,0,0,0,0,0,0]"
21007,42.0,,"[1,0,0,0,0,0,0,0,0,0]"
21008,30.0,,"[0,0,0,0,0,1,0,0,0,0]"
21009,40.0,,
21010,33.0,,"[1,0,0,0,0,0,0,0,0,0]"
21011,32.0,,"[0,0,0,0,0,1,0,0,0,0]"
21012,32.0,,"[1,0,0,0,0,0,0,0,0,0]"
21013,42.0,,"[1,0,0,0,0,0,0,0,0,0]"
21014,32.0,,"[1,0,0,0,0,0,0,0,0,0]"
21015,40.0,,"[0,0,0,0,0,0,0,0,0,1]"
21016,38.0,,"[1,0,0,0,0,0,0,0,0,0]"
21017,38.0,,"[1,0,0,0,0,0,0,0,0,0]"
21018,30.0,,"[1,0,0,0,0,0,0,0,0,0]"
21019,31.0,,"[1,0,0,0,0,0,0,0,0,0]"
21020,30.0,,"[1,0,0,0,0,0,0,0,0,0]"
21021,34.0,,"[1,0,0,0,0,0,0,0,0,0]"
21022,33.0,,"[1,0,0,0,0,0,0,0,0,0]"
21023,32.0,,"[1,0,0,0,0,0,0,0,0,0]"
21024,28.0,,"[0,0,0,0,1,0,0,0,0,0]"
21025,29.0,,"[1,0,0,0,0,0,0,0,0,0]"
21026,29.0,,"[1,0,0,0,0,0,0,0,0,0]"
21027,29.0,,"[1,0,0,0,0,0,0,0,0,0]"
21028,27.0,,"[0,0,0,0,1,0,0,0,0,0]"
21029,29.0,,"[0,0,0,0,0,1,0,0,0,0]"
21030,34.0,,"[1,0,0,0,0,0,0,0,0,0]"
21031,31.0,,"[1,0,0,0,0,0,0,0,0,0]"
21032,36.0,,
21033,32.0,,"[1,0,0,0,0,0,0,0,0,0]"
21034,32.0,,
21035,29.0,,"[1,0,0,0,0,0,0,0,0,0]"
21036,30.0,,"[1,0,0,0,0,0,0,0,0,0]"
21037,27.0,,"[1,0,0,0,0,0,0,0,0,0]"
21038,44.0,,"[1,0,0,0,0,0,0,0,0,0]"
21039,42.0,,"[1,0,0,0,0,0,0,0,0,0]"
21040,30.0,,"[0,0,0,0,0,0,0,0,0,1]"
21041,27.0,,"[1,0,0,0,0,0,0,0,0,0]"
21042,52.0,,"[1,0,0,0,0,0,0,0,0,0]"
21043,29.0,,"[0,0,0,0,0,0,1,0,0,0]"
21044,38.0,,"[1,0,0,0,0,0,0,0,0,0]"
21045,38.0,,
21046,30.0,,"[1,0,0,0,0,0,0,0,0,0]"
21047,30.0,,"[1,0,0,0,0,0,0,0,0,0]"
21048,36.0,,"[1,0,0,0,0,0,0,0,0,0]"
21049,43.0,,
21050,29.0,,"[0,0,0,0,0,0,0,0,0,1]"
21051,27.0,,"[1,0,0,0,0,0,0,0,0,0]"
21052,36.0,,"[1,0,0,0,0,0,0,0,0,0]"
21053,23.0,,
21054,42.0,,
21055,29.0,,"[0,0,0,0,0,1,0,0,0,0]"
21056,29.0,,"[1,0,0,0,0,0,0,0,0,0]"
21057,51.0,,"[1,0,0,0,0,0,0,0,0,0]"
21058,30.0,,"[1,0,0,0,0,0,0,0,0,0]"
21059,31.0,,"[1,0,0,0,0,0,0,0,0,0]"
21060,26.0,,"[1,0,0,0,0,0,0,0,0,0]"
21061,30.0,,"[0,1,0,0,0,0,0,0,0,0]"
21062,35.0,,"[0,0,0,0,0,0,0,0,0,1]"
21063,42.0,,"[1,0,0,0,0,0,0,0,0,0]"
21064,343.0,,"[1,0,0,0,0,0,0,0,0,0]"
21065,31.0,,"[1,0,0,0,0,0,0,0,0,0]"
21066,31.0,,"[1,0,0,0,0,0,0,0,0,0]"
21067,28.0,,"[1,0,0,0,0,0,0,0,0,0]"
21068,33.0,,"[1,0,0,0,0,0,0,0,0,0]"
21069,29.0,,"[0,0,0,0,0,0,0,0,0,1]"
21070,39.0,,"[1,0,0,0,0,0,0,0,0,0]"
21071,27.0,,"[1,0,0,0,0,0,0,0,0,0]"
21072,38.0,,"[1,0,0,0,0,0,0,0,0,0]"
21073,26.0,,"[1,0,0,0,0,0,0,0,0,0]"
21074,29.0,,"[1,0,0,0,0,0,0,0,0,0]"
21075,48.0,,"[1,0,0,0,0,0,0,0,0,0]"
21076,46.0,,"[1,0,0,0,0,0,0,0,0,0]"
21077,38.0,,"[1,0,0,0,0,0,0,0,0,0]"
21078,29.0,,"[1,0,0,0,0,0,0,0,0,0]"
21079,34.0,,"[1,0,0,0,0,0,0,0,0,0]"
21080,32.0,,"[1,0,0,0,0,0,0,0,0,0]"
21081,54.0,,"[1,0,0,0,0,0,0,0,0,0]"
21082,39.0,,"[1,0,0,0,0,0,0,0,0,0]"
21083,28.0,,"[1,0,0,0,0,0,0,0,0,0]"
21084,35.0,,"[1,0,0,0,0,0,0,0,0,0]"
21085,29.0,,"[1,0,0,0,0,0,0,0,0,0]"
21086,29.0,,"[1,0,0,0,0,0,0,0,0,0]"
21087,41.0,,"[1,0,0,0,0,0,0,0,0,0]"
21088,31.0,,"[1,0,0,0,0,0,0,0,0,0]"
21089,45.0,,"[1,0,0,0,0,0,0,0,0,0]"
21090,,,"[0,0,0,0,1,0,0,0,0,0]"
21091,36.0,,"[1,0,0,0,0,0,0,0,0,0]"
21092,31.0,,"[0,0,0,0,0,0,0,0,0,1]"
21093,41.0,,"[1,0,0,0,0,0,0,0,0,0]"
21094,35.0,,"[1,0,0,0,0,0,0,0,0,0]"
21095,36.0,,"[1,0,0,0,0,0,0,0,0,0]"
21096,48.0,,"[1,0,0,0,0,0,0,0,0,0]"
21097,34.0,,"[0,0,0,0,0,0,0,0,0,1]"
21098,35.0,,
21099,36.0,,"[1,0,0,0,0,0,0,0,0,0]"
21100,43.0,,"[1,0,0,0,0,0,0,0,0,0]"
21101,42.0,,"[1,0,0,0,0,0,0,0,0,0]"
21102,31.0,,"[1,0,0,0,0,0,0,0,0,0]"
21103,29.0,,"[1,0,0,0,0,0,0,0,0,0]"
21104,36.0,,"[1,0,0,0,0,0,0,0,0,0]"
21105,36.0,,"[1,0,0,0,0,0,0,0,0,0]"
21106,33.0,,"[1,0,0,0,0,0,0,0,0,0]"
21107,37.0,,"[1,0,0,0,0,0,0,0,0,0]"
21108,43.0,,"[1,0,0,0,0,0,0,0,0,0]"
21109,42.0,,"[1,0,0,0,0,0,0,0,0,0]"
21110,42.0,,"[0,0,0,0,0,1,0,0,0,0]"
21111,38.0,,"[1,0,0,0,0,0,0,0,0,0]"
21112,28.0,,"[1,0,0,0,0,0,0,0,0,0]"
21113,43.0,,"[1,0,0,0,0,0,0,0,0,0]"
21114,25.0,,"[0,0,0,0,0,1,0,0,0,0]"
21115,50.0,,"[1,0,0,0,0,0,0,0,0,0]"
21116,38.0,,"[1,0,0,0,0,0,0,0,0,0]"
21117,27.0,,"[1,0,0,0,0,0,0,0,0,0]"
21118,33.0,,"[0,0,0,0,0,1,0,0,0,0]"
21119,34.0,,"[0,0,0,0,0,1,0,0,0,0]"
21120,46.0,,"[0,1,0,0,0,0,0,0,0,0]"
21121,28.0,,"[1,0,0,0,0,0,0,0,0,0]"
21122,27.0,,"[1,0,0,0,0,0,0,0,0,0]"
21123,35.0,,"[0,0,0,0,0,0,0,0,0,1]"
21124,35.0,,"[1,0,0,0,0,0,0,0,0,0]"
21125,35.0,,"[1,0,0,0,0,0,0,0,0,0]"
21126,25.0,,"[1,0,0,0,0,0,0,0,0,0]"
21127,46.0,,"[1,0,0,0,0,0,0,0,0,0]"
21128,37.0,,"[1,0,0,0,0,0,0,0,0,0]"
21129,32.0,,"[1,0,0,0,0,0,0,0,0,0]"
21130,27.0,,"[1,0,0,0,0,0,0,0,0,0]"
21131,31.0,,"[1,0,0,0,0,0,0,0,0,0]"
21132,42.0,,"[0,0,0,0,0,1,0,0,0,0]"
21133,32.0,,"[0,0,0,0,0,1,0,0,0,0]"
21134,34.0,,"[1,0,0,0,0,0,0,0,0,0]"
21135,26.0,,"[1,0,0,0,0,0,0,0,0,0]"
21136,31.0,,"[1,0,0,0,0,0,0,0,0,0]"
21137,31.0,,"[0,0,0,0,1,0,0,0,0,0]"
21138,33.0,,"[1,0,0,0,0,0,0,0,0,0]"
21139,42.0,,
21140,36.0,,"[0,0,0,0,0,1,0,0,0,0]"
21141,27.0,,"[0,0,0,0,0,0,0,0,0,1]"
21142,31.0,,"[1,0,0,0,0,0,0,0,0,0]"
21143,34.0,,"[1,0,0,0,0,0,0,0,0,0]"
21144,31.0,,"[1,0,0,0,0,0,0,0,0,0]"
21145,30.0,,"[1,0,0,0,0,0,0,0,0,0]"
21146,40.0,,"[0,0,0,0,1,0,0,0,0,0]"
21147,30.0,,"[1,0,0,0,0,0,0,0,0,0]"
21148,35.0,,"[1,0,0,0,0,0,0,0,0,0]"
21149,37.0,,"[1,0,0,0,0,0,0,0,0,0]"
21150,45.0,,"[1,0,0,0,0,0,0,0,0,0]"
21151,26.0,,"[1,0,0,0,0,0,0,0,0,0]"
21152,37.0,,"[0,0,0,0,0,1,0,0,0,0]"
21153,38.0,,"[1,0,0,0,0,0,0,0,0,0]"
21154,30.0,,"[1,0,0,0,0,0,0,0,0,0]"
21155,24.0,,"[1,0,0,0,0,0,0,0,0,0]"
21156,33.0,,"[0,0,0,0,0,0,1,0,0,0]"
21157,48.0,,"[1,0,0,0,0,0,0,0,0,0]"
21158,37.0,,"[0,0,0,0,0,0,0,0,0,1]"
21159,33.0,,"[0,0,0,0,0,1,0,0,0,0]"
21160,28.0,,"[1,0,0,0,0,0,0,0,0,0]"
21161,48.0,,"[1,0,0,0,0,0,0,0,0,0]"
21162,33.0,,"[1,0,0,0,0,0,0,0,0,0]"
21163,36.0,,"[1,0,0,0,0,0,0,0,0,0]"
21164,39.0,,"[1,0,0,0,0,0,0,0,0,0]"
21165,36.0,,"[1,0,0,0,0,0,0,0,0,0]"
21166,30.0,,"[0,0,0,0,0,0,0,0,0,1]"
21168,45.0,,"[1,0,0,0,0,0,0,0,0,0]"
21169,42.0,,"[1,0,0,0,0,0,0,0,0,0]"
21170,29.0,,"[1,0,0,0,0,0,0,0,0,0]"
21171,38.0,,"[0,0,0,0,0,0,0,0,0,1]"
21172,34.0,,"[1,0,0,0,0,0,0,0,0,0]"
21173,28.0,,
21174,33.0,,"[1,0,0,0,0,0,0,0,0,0]"
21175,41.0,,
21176,29.0,,"[1,0,0,0,0,0,0,0,0,0]"
21177,31.0,,"[1,0,0,0,0,0,0,0,0,0]"
21178,31.0,,"[0,0,0,0,0,0,0,0,0,1]"
21179,35.0,,"[1,0,0,0,0,0,0,0,0,0]"
21180,34.0,,"[0,0,0,0,1,0,0,0,0,0]"
21181,,,
21182,43.0,,
21183,27.0,,
21184,31.0,,"[1,0,0,0,0,0,0,0,0,0]"
21185,43.0,,"[1,0,0,0,0,0,0,0,0,0]"
21186,38.0,,"[1,0,0,0,0,0,0,0,0,0]"
21187,35.0,,"[1,0,0,0,0,0,0,0,0,0]"
21193,29.0,,"[1,0,0,0,0,0,0,0,0,0]"
21194,23.0,,"[1,0,0,0,0,0,0,0,0,0]"
21195,32.0,,"[0,0,0,0,0,0,0,0,0,1]"
21196,32.0,,"[1,0,0,0,0,0,0,0,0,0]"
21197,38.0,,"[0,0,0,0,0,0,0,0,0,1]"
21198,30.0,,
21199,36.0,,"[1,0,0,0,0,0,0,0,0,0]"
21200,29.0,,"[1,0,0,0,0,0,0,0,0,0]"
21201,42.0,,"[1,0,0,0,0,0,0,0,0,0]"
21202,34.0,,"[1,0,0,0,0,0,0,0,0,0]"
21203,35.0,,"[1,0,0,0,0,0,0,0,0,0]"
21204,33.0,,"[1,0,0,0,0,0,0,0,0,0]"
21205,33.0,,"[1,0,0,0,0,0,0,0,0,0]"
21206,45.0,,"[0,0,0,0,0,0,0,0,0,1]"
21207,29.0,,"[1,0,0,0,0,0,0,0,0,0]"
21208,34.0,,"[0,0,0,0,1,0,0,0,0,0]"
21209,46.0,,"[1,0,0,0,0,0,0,0,0,0]"
21210,37.0,,"[1,0,0,0,0,0,0,0,0,0]"
21211,37.0,,"[1,0,0,0,0,0,0,0,0,0]"
21212,34.0,,"[1,0,0,0,0,0,0,0,0,0]"
21213,28.0,,"[0,0,0,0,0,0,1,0,0,0]"
21214,33.0,,"[1,0,0,0,0,0,0,0,0,0]"
21215,46.0,,"[1,0,0,0,0,0,0,0,0,0]"
21216,38.0,,"[1,0,0,0,0,0,0,0,0,0]"
21217,30.0,,"[1,0,0,0,0,0,0,0,0,0]"
21218,37.0,"[0,1,0]","[1,0,0,0,0,0,0,0,0,0]"
21219,28.0,,"[1,0,0,0,0,0,0,0,0,0]"
21220,40.0,,"[1,0,0,0,0,0,0,0,0,0]"
21221,29.0,,"[1,0,0,0,0,0,0,0,0,0]"
21222,26.0,,"[0,0,0,0,1,0,0,0,0,0]"
21223,41.0,,"[1,0,0,0,0,0,0,0,0,0]"
21224,42.0,,"[0,0,0,0,0,0,0,0,0,1]"
21225,28.0,,"[1,0,0,0,0,0,0,0,0,0]"
21226,39.0,,"[0,0,0,0,0,0,0,0,0,1]"
