idx,나이,관심 아이템,관심 아웃도어
807,46.0,,
808,31.0,,
809,36.0,,"[1,0,0,0,0,0,0,0,0,0]"
810,34.0,,
811,41.0,,"[0,0,0,0,0,0,0,0,0,1]"
812,33.0,,"[0,0,0,0,0,0,0,0,0,1]"
813,38.0,,
814,40.0,,"[0,0,0,0,0,0,0,0,1,0]"
815,43.0,,"[1,0,0,0,0,0,0,0,0,0]"
816,69.0,,"[0,0,0,0,1,0,0,0,0,0]"
820,27.0,,"[0,0,0,0,0,0,0,0,0,1]"
821,37.0,,"[0,0,0,0,0,0,0,0,0,1]"
822,49.0,,"[1,0,0,0,0,0,0,0,0,0]"
823,52.0,,"[0,0,0,0,1,0,0,0,0,0]"
824,44.0,,"[0,0,0,0,0,0,0,0,0,1]"
825,33.0,,
826,37.0,,"[0,0,0,0,0,0,0,0,0,1]"
827,,,
828,34.0,,"[1,0,0,0,0,0,0,0,0,0]"
829,31.0,,
832,43.0,,"[0,0,0,0,0,0,0,0,0,1]"
833,39.0,,"[1,0,0,0,0,0,0,0,0,0]"
834,43.0,,"[1,0,0,0,0,0,0,0,0,0]"
835,35.0,,
836,63.0,,"[1,0,0,0,0,0,0,0,0,0]"
837,40.0,,"[0,0,0,0,0,0,0,0,0,1]"
838,32.0,,"[0,0,0,0,0,0,0,0,0,1]"
839,43.0,,"[0,0,1,0,0,0,0,0,0,0]"
840,31.0,,"[1,0,0,0,0,0,0,0,0,0]"
841,27.0,,"[0,0,0,0,0,0,0,0,0,1]"
842,41.0,,"[1,0,0,0,0,0,0,0,0,0]"
843,31.0,,"[1,0,0,0,0,0,0,0,0,0]"
844,,,"[1,0,0,0,0,0,0,0,0,0]"
845,58.0,,"[0,0,0,0,0,0,0,0,0,1]"
846,39.0,,"[1,0,0,0,0,0,0,0,0,0]"
847,42.0,,"[1,0,0,0,0,0,0,0,0,0]"
848,34.0,,"[1,0,0,0,0,0,0,0,0,0]"
849,34.0,,
851,36.0,,"[1,0,0,0,0,0,0,0,0,0]"
852,31.0,,"[0,0,0,0,0,0,0,0,0,1]"
853,28.0,,"[0,0,0,0,0,0,0,0,0,1]"
854,37.0,,"[0,0,0,0,0,0,0,0,0,1]"
855,39.0,,"[0,0,0,0,1,0,0,0,0,0]"
856,29.0,,"[0,0,0,0,0,0,0,0,0,1]"
857,41.0,,"[1,0,0,0,0,0,0,0,0,0]"
858,39.0,,
859,35.0,,
860,35.0,,"[1,0,0,0,0,0,0,0,0,0]"
861,46.0,,"[0,0,0,0,0,0,0,0,0,1]"
862,43.0,,"[1,0,0,0,0,0,0,0,0,0]"
863,38.0,,"[1,0,0,0,0,0,0,0,0,0]"
864,35.0,,"[1,0,0,0,0,0,0,0,0,0]"
865,,,"[0,0,0,0,0,0,0,0,0,1]"
866,36.0,,"[0,0,0,0,0,0,0,0,0,1]"
867,37.0,,
868,41.0,,"[0,1,0,0,0,0,0,0,0,0]"
869,31.0,,"[0,1,0,0,0,0,0,0,0,0]"
870,57.0,,"[0,0,0,0,0,0,1,0,0,0]"
871,55.0,,"[0,0,0,0,0,0,0,0,0,1]"
872,39.0,,"[1,0,0,0,0,0,0,0,0,0]"
873,28.0,,"[0,0,0,0,0,0,0,0,0,1]"
874,36.0,,
875,28.0,,"[0,0,0,0,0,1,0,0,0,0]"
876,39.0,,
877,48.0,,"[1,0,0,0,0,0,0,0,0,0]"
878,44.0,,"[0,0,0,0,0,0,0,0,0,1]"
879,43.0,,"[0,0,0,0,0,0,0,0,0,1]"
880,33.0,,"[1,0,0,0,0,0,0,0,0,0]"
881,37.0,,"[1,0,0,0,0,0,0,0,0,0]"
882,53.0,,
883,32.0,,"[1,0,0,0,0,0,0,0,0,0]"
884,38.0,,"[1,0,0,0,0,0,0,0,0,0]"
885,32.0,,"[1,0,0,0,0,0,0,0,0,0]"
886,34.0,,
887,66.0,,"[1,0,0,0,0,0,0,0,0,0]"
888,37.0,,"[1,0,0,0,0,0,0,0,0,0]"
889,36.0,,
890,34.0,,"[0,0,0,0,0,0,0,0,0,1]"
891,29.0,,"[0,0,0,0,0,0,1,0,0,0]"
892,31.0,,"[0,0,0,0,1,0,0,0,0,0]"
893,33.0,,"[1,0,0,0,0,0,0,0,0,0]"
894,44.0,,"[1,0,0,0,0,0,0,0,0,0]"
895,39.0,,
896,26.0,,"[1,0,0,0,0,0,0,0,0,0]"
897,30.0,,"[1,0,0,0,0,0,0,0,0,0]"
898,31.0,,"[0,0,0,0,0,0,0,0,0,1]"
899,29.0,"[0,0,1]","[1,0,0,0,0,0,0,0,0,0]"
900,43.0,,"[0,1,0,0,0,0,0,0,0,0]"
901,,,"[1,0,0,0,0,0,0,0,0,0]"
902,,,
903,64.0,,
904,40.0,,
905,36.0,,"[1,0,0,0,0,0,0,0,0,0]"
906,28.0,,"[0,0,0,0,0,0,0,0,0,1]"
907,35.0,,"[1,0,0,0,0,0,0,0,0,0]"
908,37.0,,"[1,0,0,0,0,0,0,0,0,0]"
909,38.0,,"[1,0,0,0,0,0,0,0,0,0]"
910,29.0,,"[1,0,0,0,0,0,0,0,0,0]"
911,28.0,,
912,31.0,,"[1,0,0,0,0,0,0,0,0,0]"
913,44.0,,"[1,0,0,0,0,0,0,0,0,0]"
914,37.0,,
915,34.0,,
916,33.0,,"[0,0,0,0,0,0,0,0,0,1]"
917,49.0,,
918,36.0,,"[1,0,0,0,0,0,0,0,0,0]"
919,30.0,,"[1,0,0,0,0,0,0,0,0,0]"
920,32.0,,
921,32.0,,"[1,0,0,0,0,0,0,0,0,0]"
922,32.0,,"[1,0,0,0,0,0,0,0,0,0]"
923,31.0,,
924,28.0,,"[1,0,0,0,0,0,0,0,0,0]"
925,35.0,,"[0,0,0,0,0,0,0,0,0,1]"
926,33.0,,"[0,0,1,0,0,0,0,0,0,0]"
927,46.0,,"[0,0,0,0,0,0,0,0,0,1]"
928,29.0,,"[1,0,0,0,0,0,0,0,0,0]"
929,33.0,,
930,27.0,"[0,0,1]","[1,0,0,0,0,0,0,0,0,0]"
931,46.0,,"[0,0,0,0,0,0,0,0,0,1]"
932,,,"[1,0,0,0,0,0,0,0,0,0]"
934,34.0,,"[0,0,0,0,0,0,0,0,0,1]"
935,,,"[1,0,0,0,0,0,0,0,0,0]"
937,29.0,,
938,33.0,,"[1,0,0,0,0,0,0,0,0,0]"
939,,,"[0,0,0,0,1,0,0,0,0,0]"
940,29.0,,"[1,0,0,0,0,0,0,0,0,0]"
941,25.0,,
942,37.0,,
943,42.0,,"[1,0,0,0,0,0,0,0,0,0]"
944,28.0,,"[0,0,0,0,0,0,0,0,0,1]"
945,48.0,,"[1,0,0,0,0,0,0,0,0,0]"
946,38.0,,
948,35.0,,"[1,0,0,0,0,0,0,0,0,0]"
949,37.0,,
950,29.0,,"[1,0,0,0,0,0,0,0,0,0]"
951,62.0,,"[1,0,0,0,0,0,0,0,0,0]"
952,35.0,,"[0,0,0,0,1,0,0,0,0,0]"
953,31.0,,"[0,0,0,0,0,0,0,0,0,1]"
954,42.0,,"[1,0,0,0,0,0,0,0,0,0]"
955,36.0,,
956,43.0,,
957,31.0,"[0,0,1]",
958,28.0,,"[0,0,0,0,0,0,1,0,0,0]"
959,38.0,,"[1,0,0,0,0,0,0,0,0,0]"
960,35.0,,"[0,0,0,0,0,0,0,0,0,1]"
961,46.0,,"[0,0,0,0,0,0,0,0,0,1]"
962,47.0,,"[1,0,0,0,0,0,0,0,0,0]"
963,45.0,,"[0,0,0,0,0,0,0,0,0,1]"
964,44.0,,"[0,0,0,0,0,0,0,0,0,1]"
965,26.0,,"[0,1,0,0,0,0,0,0,0,0]"
966,34.0,,"[1,0,0,0,0,0,0,0,0,0]"
967,36.0,,"[1,0,0,0,0,0,0,0,0,0]"
968,32.0,,"[1,0,0,0,0,0,0,0,0,0]"
969,40.0,,"[0,0,0,0,0,0,0,0,0,1]"
970,42.0,,
971,45.0,,
972,39.0,,
973,47.0,,
974,33.0,,"[0,0,0,0,0,0,0,0,0,1]"
975,35.0,,
976,29.0,,"[1,0,0,0,0,0,0,0,0,0]"
977,,,"[0,0,0,0,1,0,0,0,0,0]"
978,27.0,,
979,30.0,,
980,32.0,,
981,37.0,,"[1,0,0,0,0,0,0,0,0,0]"
982,44.0,,"[1,0,0,0,0,0,0,0,0,0]"
983,34.0,,"[0,0,0,0,0,0,0,0,0,1]"
984,40.0,,
985,,,
986,46.0,,"[1,0,0,0,0,0,0,0,0,0]"
987,35.0,,"[0,0,0,0,0,0,0,0,0,1]"
988,,,
989,40.0,,"[0,1,0,0,0,0,0,0,0,0]"
990,46.0,,"[1,0,0,0,0,0,0,0,0,0]"
991,34.0,,
992,45.0,,"[0,0,0,0,0,0,0,0,0,1]"
993,39.0,,
994,,,"[1,0,0,0,0,0,0,0,0,0]"
995,42.0,,"[0,0,0,0,0,0,0,0,0,1]"
996,33.0,,"[1,0,0,0,0,0,0,0,0,0]"
997,35.0,,
998,33.0,,"[0,0,0,0,0,0,0,0,0,1]"
999,30.0,,"[1,0,0,0,0,0,0,0,0,0]"
1000,34.0,,"[1,0,0,0,0,0,0,0,0,0]"
1001,41.0,,"[1,0,0,0,0,0,0,0,0,0]"
1002,44.0,,"[1,0,0,0,0,0,0,0,0,0]"
1003,36.0,,
1004,31.0,,"[0,0,0,0,1,0,0,0,0,0]"
1005,38.0,"[1,0,0]","[1,0,0,0,0,0,0,0,0,0]"
1006,,,"[1,0,0,0,0,0,0,0,0,0]"
1007,37.0,,
1008,31.0,,
1009,,,"[0,0,0,0,1,0,0,0,0,0]"
1010,28.0,,"[0,1,0,0,0,0,0,0,0,0]"
1011,40.0,,"[1,0,0,0,0,0,0,0,0,0]"
1012,42.0,,"[0,0,0,0,0,0,0,0,0,1]"
1013,25.0,,"[0,0,0,0,0,0,0,0,0,1]"
1014,47.0,,"[1,0,0,0,0,0,0,0,0,0]"
1015,25.0,,"[1,0,0,0,0,0,0,0,0,0]"
1016,35.0,,"[1,0,0,0,0,0,0,0,0,0]"
1017,37.0,,"[1,0,0,0,0,0,0,0,0,0]"
1018,31.0,,
1019,35.0,,"[0,1,0,0,0,0,0,0,0,0]"
1020,,,"[0,0,0,0,0,0,0,0,1,0]"
1021,40.0,,"[1,0,0,0,0,0,0,0,0,0]"
1022,31.0,,"[0,0,0,0,0,0,0,0,0,1]"
1023,49.0,,"[0,0,0,0,1,0,0,0,0,0]"
1024,46.0,,
1025,36.0,,"[0,0,0,0,0,0,0,0,0,1]"
1026,45.0,,
1027,27.0,,"[0,1,0,0,0,0,0,0,0,0]"
1028,33.0,,"[1,0,0,0,0,0,0,0,0,0]"
1029,35.0,,"[1,0,0,0,0,0,0,0,0,0]"
1030,,,
1031,40.0,,"[1,0,0,0,0,0,0,0,0,0]"
1032,42.0,,"[0,0,0,0,0,0,0,0,0,1]"
1033,45.0,,
1034,30.0,,"[1,0,0,0,0,0,0,0,0,0]"
1035,,,"[1,0,0,0,0,0,0,0,0,0]"
1036,32.0,,"[1,0,0,0,0,0,0,0,0,0]"
1037,40.0,,
1038,32.0,,"[1,0,0,0,0,0,0,0,0,0]"
1039,27.0,,"[1,0,0,0,0,0,0,0,0,0]"
1040,24.0,,"[1,0,0,0,0,0,0,0,0,0]"
1041,24.0,,"[0,0,0,0,0,0,0,0,0,1]"
1042,43.0,,
1043,65.0,,"[0,1,0,0,0,0,0,0,0,0]"
1044,26.0,,
1045,33.0,,"[1,0,0,0,0,0,0,0,0,0]"
1046,39.0,,
1047,42.0,,"[1,0,0,0,0,0,0,0,0,0]"
1048,44.0,,"[1,0,0,0,0,0,0,0,0,0]"
1049,31.0,,"[0,0,0,0,1,0,0,0,0,0]"
1050,40.0,,
1051,26.0,,
1052,32.0,,"[1,0,0,0,0,0,0,0,0,0]"
1053,25.0,,
1054,37.0,,"[1,0,0,0,0,0,0,0,0,0]"
1055,43.0,,
1056,16.0,,"[0,0,0,0,0,0,0,0,0,1]"
1057,,,"[0,0,0,0,1,0,0,0,0,0]"
1058,28.0,,"[1,0,0,0,0,0,0,0,0,0]"
1059,48.0,,
1060,24.0,,"[0,0,0,0,0,0,0,0,0,1]"
1061,31.0,,
1062,28.0,,"[1,0,0,0,0,0,0,0,0,0]"
1064,37.0,,"[0,1,0,0,0,0,0,0,0,0]"
1065,41.0,,"[1,0,0,0,0,0,0,0,0,0]"
1066,43.0,,"[0,0,0,0,0,0,0,0,0,1]"
1067,30.0,,"[0,0,0,0,0,0,0,0,0,1]"
1068,33.0,,"[0,0,0,0,0,0,0,0,0,1]"
1069,33.0,,
1070,38.0,"[1,0,0]","[1,0,0,0,0,0,0,0,0,0]"
1071,42.0,,
1072,30.0,,"[1,0,0,0,0,0,0,0,0,0]"
1073,,,"[1,0,0,0,0,0,0,0,0,0]"
1074,38.0,,
1075,44.0,,"[1,0,0,0,0,0,0,0,0,0]"
1076,27.0,,"[1,0,0,0,0,0,0,0,0,0]"
1077,34.0,,"[0,0,0,0,1,0,0,0,0,0]"
1078,33.0,,
1079,,,"[0,0,0,0,0,0,0,0,0,1]"
1080,,,
1081,39.0,,
1082,33.0,,"[1,0,0,0,0,0,0,0,0,0]"
1083,28.0,,"[1,0,0,0,0,0,0,0,0,0]"
1084,38.0,,"[1,0,0,0,0,0,0,0,0,0]"
1086,,,
1087,42.0,,"[1,0,0,0,0,0,0,0,0,0]"
1088,36.0,,"[1,0,0,0,0,0,0,0,0,0]"
1089,34.0,,"[1,0,0,0,0,0,0,0,0,0]"
1090,42.0,,
1091,29.0,,"[1,0,0,0,0,0,0,0,0,0]"
1092,44.0,,
1093,28.0,,"[0,0,0,0,1,0,0,0,0,0]"
1094,41.0,,"[0,0,0,0,0,0,0,0,0,1]"
1095,31.0,,"[1,0,0,0,0,0,0,0,0,0]"
1096,45.0,,"[1,0,0,0,0,0,0,0,0,0]"
1097,42.0,,
1098,32.0,,
1099,42.0,,"[0,0,0,0,0,0,1,0,0,0]"
1100,33.0,,"[1,0,0,0,0,0,0,0,0,0]"
1101,43.0,,
1102,34.0,,"[0,0,0,0,0,0,0,0,1,0]"
1103,31.0,,"[1,0,0,0,0,0,0,0,0,0]"
1104,39.0,,"[1,0,0,0,0,0,0,0,0,0]"
1105,33.0,,"[0,0,0,0,0,0,0,0,0,1]"
1106,40.0,,
1107,47.0,,"[0,0,0,0,0,0,0,0,0,1]"
1108,40.0,,"[1,0,0,0,0,0,0,0,0,0]"
1109,38.0,,
1110,37.0,,"[1,0,0,0,0,0,0,0,0,0]"
1111,33.0,,"[1,0,0,0,0,0,0,0,0,0]"
1112,33.0,,"[0,0,0,0,0,0,0,0,0,1]"
1113,36.0,,"[1,0,0,0,0,0,0,0,0,0]"
1114,39.0,,
1115,44.0,,"[0,0,0,0,0,0,0,0,0,1]"
1116,42.0,,"[1,0,0,0,0,0,0,0,0,0]"
1117,47.0,,"[0,0,0,0,1,0,0,0,0,0]"
1118,42.0,,"[0,0,0,0,0,0,0,0,0,1]"
1119,34.0,,"[0,0,0,0,0,0,0,0,0,1]"
1120,38.0,,"[1,0,0,0,0,0,0,0,0,0]"
1121,38.0,,
1122,41.0,,"[0,0,0,0,0,0,0,0,0,1]"
1123,43.0,,
1124,48.0,,
1125,,,"[1,0,0,0,0,0,0,0,0,0]"
1126,39.0,,"[1,0,0,0,0,0,0,0,0,0]"
1127,36.0,,
1128,34.0,,"[1,0,0,0,0,0,0,0,0,0]"
1129,31.0,,"[1,0,0,0,0,0,0,0,0,0]"
1130,47.0,,"[1,0,0,0,0,0,0,0,0,0]"
1131,34.0,,"[1,0,0,0,0,0,0,0,0,0]"
1132,30.0,,
1133,37.0,,
1134,41.0,,"[1,0,0,0,0,0,0,0,0,0]"
1135,,"[0,0,1]","[1,0,0,0,0,0,0,0,0,0]"
1136,48.0,,"[1,0,0,0,0,0,0,0,0,0]"
1137,38.0,,"[1,0,0,0,0,0,0,0,0,0]"
1138,40.0,,"[1,0,0,0,0,0,0,0,0,0]"
1139,30.0,,"[0,0,0,0,0,0,0,0,0,1]"
1140,33.0,,"[1,0,0,0,0,0,0,0,0,0]"
1141,33.0,,"[1,0,0,0,0,0,0,0,0,0]"
1142,25.0,,"[1,0,0,0,0,0,0,0,0,0]"
1143,31.0,,"[0,1,0,0,0,0,0,0,0,0]"
1144,38.0,,"[1,0,0,0,0,0,0,0,0,0]"
1145,33.0,,"[0,0,0,0,0,0,0,0,0,1]"
1146,36.0,,"[1,0,0,0,0,0,0,0,0,0]"
1147,30.0,,"[1,0,0,0,0,0,0,0,0,0]"
1148,38.0,,
1149,33.0,,"[1,0,0,0,0,0,0,0,0,0]"
1150,39.0,,"[0,0,0,0,0,0,1,0,0,0]"
1151,42.0,,"[1,0,0,0,0,0,0,0,0,0]"
1152,50.0,,"[1,0,0,0,0,0,0,0,0,0]"
1153,28.0,,"[1,0,0,0,0,0,0,0,0,0]"
1154,27.0,,"[1,0,0,0,0,0,0,0,0,0]"
1155,37.0,,"[1,0,0,0,0,0,0,0,0,0]"
1156,41.0,,"[0,0,0,0,0,0,0,0,0,1]"
1157,33.0,,
1158,27.0,,
1159,37.0,,"[1,0,0,0,0,0,0,0,0,0]"
1160,,,"[1,0,0,0,0,0,0,0,0,0]"
1161,,,"[0,0,0,0,0,0,0,0,1,0]"
1162,58.0,,"[0,0,0,0,0,0,0,0,1,0]"
1163,34.0,,"[1,0,0,0,0,0,0,0,0,0]"
1164,31.0,,"[1,0,0,0,0,0,0,0,0,0]"
1165,50.0,,"[0,0,0,0,0,0,0,0,0,1]"
1166,20.0,,"[0,0,0,0,0,0,0,0,0,1]"
1167,26.0,,"[1,0,0,0,0,0,0,0,0,0]"
1168,32.0,,"[0,0,0,0,0,1,0,0,0,0]"
1169,41.0,,"[1,0,0,0,0,0,0,0,0,0]"
1170,37.0,,"[1,0,0,0,0,0,0,0,0,0]"
1171,36.0,,"[1,0,0,0,0,0,0,0,0,0]"
1172,39.0,,
1173,28.0,,"[1,0,0,0,0,0,0,0,0,0]"
1174,27.0,,
1175,29.0,,"[0,0,0,0,0,0,0,0,0,1]"
1176,59.0,,
1177,28.0,,"[0,1,0,0,0,0,0,0,0,0]"
1178,36.0,"[1,0,0]",
1179,,,
1180,39.0,,"[0,0,0,0,0,1,0,0,0,0]"
1181,48.0,,"[1,0,0,0,0,0,0,0,0,0]"
1182,33.0,,"[0,0,0,0,0,0,1,0,0,0]"
1183,33.0,,"[0,0,0,0,1,0,0,0,0,0]"
1184,40.0,,"[0,0,0,0,0,0,0,0,0,1]"
1185,42.0,,"[1,0,0,0,0,0,0,0,0,0]"
1186,34.0,,
1187,48.0,,"[1,0,0,0,0,0,0,0,0,0]"
1188,42.0,,"[0,0,0,0,0,0,0,0,0,1]"
1189,32.0,,
1190,23.0,,
1191,42.0,,"[1,0,0,0,0,0,0,0,0,0]"
1192,46.0,,"[1,0,0,0,0,0,0,0,0,0]"
1193,36.0,,
1194,44.0,,"[1,0,0,0,0,0,0,0,0,0]"
1195,52.0,,
1197,33.0,,
1198,32.0,,"[0,0,0,0,0,0,0,0,0,1]"
1199,29.0,,"[0,0,0,0,1,0,0,0,0,0]"
1200,36.0,,"[1,0,0,0,0,0,0,0,0,0]"
1201,44.0,,
1202,34.0,,"[0,0,0,0,0,0,0,0,0,1]"
1203,40.0,,"[1,0,0,0,0,0,0,0,0,0]"
1204,62.0,,"[1,0,0,0,0,0,0,0,0,0]"
1206,38.0,,"[1,0,0,0,0,0,0,0,0,0]"
1207,42.0,,
1208,35.0,,
1210,33.0,,"[1,0,0,0,0,0,0,0,0,0]"
1211,39.0,,
1212,44.0,,
1213,36.0,,"[0,0,0,0,0,0,0,0,0,1]"
1214,35.0,,"[1,0,0,0,0,0,0,0,0,0]"
1215,44.0,,"[0,0,0,0,0,0,0,0,0,1]"
1216,27.0,,
1217,32.0,,"[0,0,0,0,0,0,0,0,0,1]"
1218,33.0,,"[0,0,0,0,0,0,0,0,1,0]"
1219,,,"[1,0,0,0,0,0,0,0,0,0]"
1220,41.0,,
1221,47.0,,
1222,,,"[0,0,0,0,0,0,0,0,0,1]"
1223,37.0,,
1224,35.0,,"[1,0,0,0,0,0,0,0,0,0]"
1225,35.0,,"[1,0,0,0,0,0,0,0,0,0]"
1226,24.0,,
1227,36.0,,
1228,39.0,,"[1,0,0,0,0,0,0,0,0,0]"
1229,34.0,,
1230,36.0,,"[1,0,0,0,0,0,0,0,0,0]"
1231,41.0,,
1232,40.0,,"[0,0,0,0,0,0,0,0,0,1]"
1233,31.0,,
1234,34.0,,"[1,0,0,0,0,0,0,0,0,0]"
1235,32.0,,"[1,0,0,0,0,0,0,0,0,0]"
1236,41.0,,"[0,0,0,0,0,0,0,0,0,1]"
1237,35.0,,"[1,0,0,0,0,0,0,0,0,0]"
1238,35.0,,"[0,0,0,0,0,0,0,0,0,1]"
1239,50.0,,"[1,0,0,0,0,0,0,0,0,0]"
1240,30.0,,"[0,0,1,0,0,0,0,0,0,0]"
1241,41.0,,"[1,0,0,0,0,0,0,0,0,0]"
1242,43.0,,"[1,0,0,0,0,0,0,0,0,0]"
1243,28.0,,
1244,33.0,,
1245,43.0,,"[1,0,0,0,0,0,0,0,0,0]"
1246,42.0,,
1247,32.0,,
1248,36.0,,"[1,0,0,0,0,0,0,0,0,0]"
1249,28.0,,"[0,0,0,0,0,0,0,0,0,1]"
1250,50.0,,
1251,51.0,,"[1,0,0,0,0,0,0,0,0,0]"
1252,31.0,,"[0,0,0,0,0,0,0,0,0,1]"
1253,47.0,,"[0,0,1,0,0,0,0,0,0,0]"
1254,63.0,,
1255,39.0,,
1256,41.0,,"[1,0,0,0,0,0,0,0,0,0]"
1257,43.0,,"[1,0,0,0,0,0,0,0,0,0]"
1258,38.0,,"[0,0,0,0,0,0,0,0,0,1]"
1259,45.0,,"[1,0,0,0,0,0,0,0,0,0]"
1261,,,"[1,0,0,0,0,0,0,0,0,0]"
1262,29.0,,
1263,37.0,,"[1,0,0,0,0,0,0,0,0,0]"
1264,41.0,,"[1,0,0,0,0,0,0,0,0,0]"
1265,44.0,,"[1,0,0,0,0,0,0,0,0,0]"
1266,46.0,,"[0,0,0,0,1,0,0,0,0,0]"
1267,57.0,,
1273,39.0,,"[0,0,0,0,1,0,0,0,0,0]"
1274,,,
1275,29.0,,"[1,0,0,0,0,0,0,0,0,0]"
1276,38.0,,
1277,39.0,,
1278,31.0,,"[0,0,0,0,0,0,0,0,0,1]"
1279,37.0,,"[1,0,0,0,0,0,0,0,0,0]"
1280,51.0,,
1281,43.0,,"[0,0,0,0,0,0,0,0,0,1]"
1282,41.0,,"[0,0,0,0,0,0,0,0,0,1]"
1283,30.0,,"[0,0,0,0,0,0,0,0,0,1]"
1284,38.0,,"[0,0,0,0,0,0,0,0,0,1]"
1285,37.0,,"[0,0,0,0,0,0,0,0,0,1]"
1286,47.0,,"[0,0,0,0,0,0,0,0,0,1]"
1287,40.0,,"[0,0,0,0,0,0,0,0,0,1]"
1288,33.0,,"[0,0,0,1,0,0,0,0,0,0]"
1289,45.0,,
1290,33.0,,"[0,0,0,0,0,0,0,0,0,1]"
1291,34.0,,"[0,0,0,0,0,0,1,0,0,0]"
1292,36.0,,"[1,0,0,0,0,0,0,0,0,0]"
1293,49.0,,
1294,50.0,,"[0,0,0,0,0,0,0,0,0,1]"
1295,35.0,,"[0,1,0,0,0,0,0,0,0,0]"
1296,52.0,,
1297,45.0,,"[1,0,0,0,0,0,0,0,0,0]"
1298,44.0,,"[1,0,0,0,0,0,0,0,0,0]"
1299,36.0,,
1300,32.0,,"[1,0,0,0,0,0,0,0,0,0]"
1301,31.0,,"[1,0,0,0,0,0,0,0,0,0]"
1302,31.0,,"[1,0,0,0,0,0,0,0,0,0]"
1303,,,"[1,0,0,0,0,0,0,0,0,0]"
1304,31.0,,"[1,0,0,0,0,0,0,0,0,0]"
1305,29.0,,"[1,0,0,0,0,0,0,0,0,0]"
1306,36.0,,"[0,0,0,0,1,0,0,0,0,0]"
1307,39.0,,"[1,0,0,0,0,0,0,0,0,0]"
1308,38.0,,"[0,0,0,0,0,0,0,0,0,1]"
1309,42.0,,
1310,36.0,,"[0,0,0,0,0,0,1,0,0,0]"
1311,27.0,,"[0,0,0,0,0,0,0,0,0,1]"
1314,33.0,,
1315,53.0,,"[0,0,0,0,1,0,0,0,0,0]"
1316,26.0,,
1317,43.0,,"[1,0,0,0,0,0,0,0,0,0]"
1318,49.0,,"[1,0,0,0,0,0,0,0,0,0]"
1320,31.0,,
1321,46.0,,"[1,0,0,0,0,0,0,0,0,0]"
1322,45.0,,
1323,31.0,,"[1,0,0,0,0,0,0,0,0,0]"
1324,40.0,,
1325,35.0,,
1326,37.0,,"[1,0,0,0,0,0,0,0,0,0]"
1327,31.0,,"[1,0,0,0,0,0,0,0,0,0]"
1328,42.0,,"[1,0,0,0,0,0,0,0,0,0]"
1329,39.0,,"[0,0,0,0,0,0,1,0,0,0]"
1330,46.0,,"[1,0,0,0,0,0,0,0,0,0]"
1331,29.0,"[0,0,1]","[1,0,0,0,0,0,0,0,0,0]"
1332,35.0,,"[0,0,0,0,0,0,0,0,0,1]"
1333,31.0,,
1337,39.0,,"[0,0,0,0,0,0,0,0,0,1]"
1338,47.0,,"[1,0,0,0,0,0,0,0,0,0]"
1339,33.0,,
1340,27.0,,"[1,0,0,0,0,0,0,0,0,0]"
1341,40.0,,"[1,0,0,0,0,0,0,0,0,0]"
1342,64.0,,"[0,0,0,0,0,0,0,0,0,1]"
1343,32.0,,"[1,0,0,0,0,0,0,0,0,0]"
1344,33.0,,"[1,0,0,0,0,0,0,0,0,0]"
1345,38.0,,
1346,43.0,,"[1,0,0,0,0,0,0,0,0,0]"
1347,31.0,,"[1,0,0,0,0,0,0,0,0,0]"
1348,46.0,,"[1,0,0,0,0,0,0,0,0,0]"
1350,35.0,,"[1,0,0,0,0,0,0,0,0,0]"
1351,31.0,,
1352,31.0,,"[0,0,0,0,1,0,0,0,0,0]"
1353,37.0,,
1354,40.0,,
1355,44.0,,"[1,0,0,0,0,0,0,0,0,0]"
1356,36.0,,"[1,0,0,0,0,0,0,0,0,0]"
1357,36.0,,"[1,0,0,0,0,0,0,0,0,0]"
1358,44.0,,"[0,0,0,0,0,0,0,0,0,1]"
1359,34.0,,"[1,0,0,0,0,0,0,0,0,0]"
1360,27.0,,"[1,0,0,0,0,0,0,0,0,0]"
1361,25.0,,"[0,0,0,0,0,0,0,0,0,1]"
1362,42.0,,"[1,0,0,0,0,0,0,0,0,0]"
1363,47.0,,"[1,0,0,0,0,0,0,0,0,0]"
1364,31.0,,"[1,0,0,0,0,0,0,0,0,0]"
1365,36.0,,"[1,0,0,0,0,0,0,0,0,0]"
1366,32.0,,"[1,0,0,0,0,0,0,0,0,0]"
1367,46.0,,
1368,34.0,,"[1,0,0,0,0,0,0,0,0,0]"
1369,36.0,,"[1,0,0,0,0,0,0,0,0,0]"
1370,33.0,,"[1,0,0,0,0,0,0,0,0,0]"
1371,42.0,,
1373,36.0,,"[1,0,0,0,0,0,0,0,0,0]"
1374,28.0,,"[1,0,0,0,0,0,0,0,0,0]"
1375,42.0,,"[1,0,0,0,0,0,0,0,0,0]"
1376,32.0,,"[1,0,0,0,0,0,0,0,0,0]"
1377,46.0,,
1378,52.0,,"[1,0,0,0,0,0,0,0,0,0]"
1379,51.0,,
1380,37.0,,
1381,23.0,,
1383,31.0,,"[1,0,0,0,0,0,0,0,0,0]"
1384,31.0,,"[0,0,0,0,0,0,0,0,0,1]"
1385,28.0,,"[1,0,0,0,0,0,0,0,0,0]"
1386,34.0,,"[1,0,0,0,0,0,0,0,0,0]"
1387,42.0,,
1388,28.0,,"[1,0,0,0,0,0,0,0,0,0]"
1389,43.0,,"[1,0,0,0,0,0,0,0,0,0]"
